index,grupo,tipo_fonte,referencia_apa7,url,acesso,camadas_relacionadas,uso_no_projeto
115,Assentamentos rurais,Referência APA 7,"PAMGIA IBAMA e INCRA. (2026). *Assentamentos da reforma agrária, camada vetorial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/assentamentos_incra/FeatureServer/1",https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/assentamentos_incra/FeatureServer/1,6 ago. 2026,assentamentos_rurais_incra,Fonte bibliográfica do grupo Assentamentos rurais.
116,Barragens,Referência APA 7,"Agência Nacional de Águas e Saneamento Básico, ANA. (2026). *Sistema Nacional de Informações sobre Segurança de Barragens, SNISB* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.snisb.gov.br",https://www.snisb.gov.br,6 ago. 2026,barragens_snisb,Fonte bibliográfica do grupo Barragens.
117,Vulnerabilidade territorial,Referência APA 7,"Instituto Brasileiro de Geografia e Estatística, IBGE. (2026). *Panorama do Censo Demográfico 2022* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://censo2022.ibge.gov.br/panorama",https://censo2022.ibge.gov.br/panorama,6 ago. 2026,vulnerabilidade_territorial_censo_2022,Fonte bibliográfica do grupo Vulnerabilidade territorial.
118,Regionalização turística,Referência APA 7,Ministério do Turismo. (2026). *Mapa do Turismo Brasileiro* [Documento ou publicação institucional]. https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/mapa-do-turismo-brasileiro/mapa-do-turismo-brasileiro,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/mapa-do-turismo-brasileiro/mapa-do-turismo-brasileiro,6 ago. 2026,regioes_municipios_turisticos,Fonte bibliográfica do grupo Regionalização turística.
119,Patrimônio estadual e ferroviário,Referência APA 7,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Guias, manuais e inventários patrimoniais* [Documento ou publicação institucional]. https://www.fundacaodecultura.ms.gov.br/informativos/guias-e-manuais",https://www.fundacaodecultura.ms.gov.br/informativos/guias-e-manuais,6 ago. 2026,patrimonio_estadual_estacoes_ferroviarias,Fonte bibliográfica do grupo Patrimônio estadual e ferroviário.
120,Geologia,Referência APA 7,"Serviço Geológico do Brasil, SGB. (2006). *Mapa geológico de Mato Grosso do Sul, unidades litoestratigráficas, escala 1:1.000.000* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer/7",https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer/7,6 ago. 2026,mapa_geologico_ms | inventario_geocientifico_fase3,Fonte bibliográfica do grupo Geologia.
121,Geologia,Referência APA 7,"Serviço Geológico do Brasil, SGB. (2026). *Serviço de mapeamentos geológicos estaduais do GeoSGB* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer",https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer,6 ago. 2026,mapa_geologico_ms | inventario_geocientifico_fase3,Fonte bibliográfica do grupo Geologia.
122,Hidrogeologia,Referência APA 7,"ABREU, Márcio Costa; PAULA, Thiago Luiz Feijó de; REMPEL, Katarina; SENHORINHO, Eliel Martins. (2024). *Mapa hidrogeológico do estado de Mato Grosso do Sul* [Documento ou publicação institucional]. https://rigeo.sgb.gov.br/handle/doc/25365",https://rigeo.sgb.gov.br/handle/doc/25365,6 ago. 2026,mapa_hidrogeologico_ms | inventario_geocientifico_fase3,Fonte bibliográfica do grupo Hidrogeologia.
123,Hidrogeologia,Referência APA 7,"Serviço Geológico do Brasil, SGB. (2026). *Hidrogeologia Atlas do Brasil, camada vetorial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/hidrologia/Mapa_Hidrogeologico_Atlas_Brasil/MapServer/1",https://geoportal.sgb.gov.br/server/rest/services/hidrologia/Mapa_Hidrogeologico_Atlas_Brasil/MapServer/1,6 ago. 2026,mapa_hidrogeologico_ms | inventario_geocientifico_fase3,Fonte bibliográfica do grupo Hidrogeologia.
124,Hidrogeologia,Referência APA 7,"Serviço Geológico do Brasil, SGB. (2026). *Mapas hidrogeológicos para download* [Documento ou publicação institucional]. https://www.sgb.gov.br/mapas-para-download",https://www.sgb.gov.br/mapas-para-download,6 ago. 2026,mapa_hidrogeologico_ms | inventario_geocientifico_fase3,Fonte bibliográfica do grupo Hidrogeologia.
125,Hidrogeologia,Referência APA 7,"Agência Nacional de Águas e Saneamento Básico. (2013). *Sistemas Aquíferos do Brasil* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://metadados.snirh.gov.br/geonetwork/geonetwork/api/records/3ec60e4f-85ea-4ba7-a90c-734b57594f90",https://metadados.snirh.gov.br/geonetwork/geonetwork/api/records/3ec60e4f-85ea-4ba7-a90c-734b57594f90,6 ago. 2026,sistema_aquifero_guarani_ana,Fonte bibliográfica do grupo Hidrogeologia.
126,Geomorfologia,Referência APA 7,"Instituto Brasileiro de Geografia e Estatística, IBGE. (2025). *Banco de Dados de Informações Ambientais, tema Geomorfologia* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://bdiaweb.ibge.gov.br",https://bdiaweb.ibge.gov.br,6 ago. 2026,mapa_geomorfologico_ibge | inventario_geocientifico_fase3,Fonte bibliográfica do grupo Geomorfologia.
127,Geomorfologia,Referência APA 7,"Instituto Brasileiro de Geografia e Estatística, IBGE. (2025). *Geomorfologia na escala 1:250.000* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ibge.gov.br/geociencias/informacoes-ambientais/geomorfologia/10870-geomorfologia.html",https://www.ibge.gov.br/geociencias/informacoes-ambientais/geomorfologia/10870-geomorfologia.html,6 ago. 2026,mapa_geomorfologico_ibge | inventario_geocientifico_fase3,Fonte bibliográfica do grupo Geomorfologia.
128,Altimetria,Referência APA 7,"SEMADESC e PIN MS. (2026). *Altimetria de Mato Grosso do Sul* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer/5",https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer/5,6 ago. 2026,mapa_altimetria_ms | inventario_geocientifico_fase3,Fonte bibliográfica do grupo Altimetria.
129,Geomorfometria,Referência APA 7,"Instituto Nacional de Pesquisas Espaciais, INPE. (2026). *TOPODATA, Banco de Dados Geomorfométricos do Brasil* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://data.inpe.br/dados/topodata",https://data.inpe.br/dados/topodata,6 ago. 2026,mapa_declividade_topodata | inventario_geocientifico_fase3,Fonte bibliográfica do grupo Geomorfometria.
130,Solos,Referência APA 7,"IMASUL e PIN MS. (2026). *Solos de Mato Grosso do Sul, escala 1:250.000* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/42",https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/42,6 ago. 2026,mapa_solos_ms,Fonte bibliográfica do grupo Solos.
131,Zoneamento Agroecológico,Referência APA 7,"SEMADESC e Embrapa Solos. (2026). *Zoneamento Agroecológico de Mato Grosso do Sul, ZAE MS* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms",https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms,6 ago. 2026,mapa_fragilidade_ambiental_zae | mapa_macrozoneamento_zae | mapa_zoneamento_agroecologico_ms,Fonte bibliográfica do grupo Zoneamento Agroecológico.
132,Vegetação,Referência APA 7,"PIN MS e IBGE. (2026). *Vegetação RADAM de Mato Grosso do Sul* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SGI/Vegetacao_RADAM_MS/MapServer",https://www.pinms.ms.gov.br/arcgis/rest/services/SGI/Vegetacao_RADAM_MS/MapServer,6 ago. 2026,mapa_vegetacao_original_radam,Fonte bibliográfica do grupo Vegetação.
133,Uso da terra,Referência APA 7,Projeto MapBiomas. (2026). *Coleção 10.1 da Série Anual de Mapas de Cobertura e Uso da Terra do Brasil* [Documento ou publicação institucional]. https://brasil.mapbiomas.org/colecoes-mapbiomas,https://brasil.mapbiomas.org/colecoes-mapbiomas,6 ago. 2026,uso_cobertura_solo | mapa_mudancas_uso_solo,Fonte bibliográfica do grupo Uso da terra.
134,Uso da terra,Referência APA 7,"Projeto MapBiomas. (2026). *Estatísticas e matrizes de transição de cobertura e uso da terra* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://brasil.mapbiomas.org/estatisticas",https://brasil.mapbiomas.org/estatisticas,6 ago. 2026,uso_cobertura_solo | mapa_mudancas_uso_solo,Fonte bibliográfica do grupo Uso da terra.
135,Planejamento territorial,Referência APA 7,"IMASUL e PIN MS. (2026). *ZEE MS, primeira aproximação* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/38",https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/38,6 ago. 2026,mapa_zee_ms,Fonte bibliográfica do grupo Planejamento territorial.
136,Recursos hídricos,Referência APA 7,"SEMADESC e PIN MS. (2026). *Bacias, sub-bacias e unidades de planejamento e gerenciamento de recursos hídricos* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer",https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer,6 ago. 2026,mapa_bacias_uepgrh,Fonte bibliográfica do grupo Recursos hídricos.
137,Recursos hídricos,Referência APA 7,"SEMADESC e PIN MS. (2026). *Disponibilidade hídrica superficial e água disponível no solo* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer",https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer,6 ago. 2026,mapa_disponibilidade_hidrica,Fonte bibliográfica do grupo Recursos hídricos.
138,Qualidade da água,Referência APA 7,"Agência Nacional de Águas e Saneamento Básico, ANA. (2026). *Portal da Qualidade das Águas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://qualidadedaagua.ana.gov.br",https://qualidadedaagua.ana.gov.br,6 ago. 2026,mapa_qualidade_agua_ana,Fonte bibliográfica do grupo Qualidade da água.
139,Fogo,Referência APA 7,"Instituto Nacional de Pesquisas Espaciais, INPE. (2026). *Programa Queimadas, Painel do Fogo e dados abertos* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://data.inpe.br/queimadas/painel-do-fogo",https://data.inpe.br/queimadas/painel-do-fogo,6 ago. 2026,mapa_focos_calor_risco,Fonte bibliográfica do grupo Fogo.
140,Fogo,Referência APA 7,"IBAMA PAMGIA. (2026). *Focos de calor atualizados* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/DDA/focos_calor_dda/MapServer",https://pamgia.ibama.gov.br/server/rest/services/DDA/focos_calor_dda/MapServer,6 ago. 2026,mapa_focos_calor_risco,Fonte bibliográfica do grupo Fogo.
141,Recursos minerais,Referência APA 7,"Serviço Geológico do Brasil, SGB. (2026). *Ocorrências minerais do GeoSGB* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/geologia/ocorrencias/MapServer/0",https://geoportal.sgb.gov.br/server/rest/services/geologia/ocorrencias/MapServer/0,6 ago. 2026,mapa_recursos_minerais_ms | inventario_geocientifico_fase3,Fonte bibliográfica do grupo Recursos minerais.
142,Clima,Referência APA 7,"Centro de Monitoramento do Tempo e do Clima de Mato Grosso do Sul, CEMTEC. (2026). *Banco de dados meteorológicos de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.cemtec.ms.gov.br/bancodedados",https://www.cemtec.ms.gov.br/bancodedados,6 ago. 2026,mapa_climatico_ms,Fonte bibliográfica do grupo Clima.
143,Clima,Referência APA 7,"Instituto Nacional de Meteorologia, INMET. (2026). *Portal meteorológico e dados de estações* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://portal.inmet.gov.br",https://portal.inmet.gov.br,6 ago. 2026,mapa_climatico_ms,Fonte bibliográfica do grupo Clima.
144,Geodiversidade,Referência APA 7,"Governo do Estado de Mato Grosso do Sul. (2009). *Decreto Estadual nº 12.897, de 22 de dezembro de 2009. Criação do Geopark Bodoquena-Pantanal e Anexo I com 54 geossítios* [Documento ou publicação institucional]. https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/9d2a7d2cb9c27f170425769a005c3d44?OpenDocument",https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/9d2a7d2cb9c27f170425769a005c3d44?OpenDocument,6 ago. 2026,retirada_laguna_nodos_municipais | geossitios_decreto_12897_2009 | geossitios_compilados_niveis_precisao | inventario_geocientifico_fase3 | potencial_geocientifico_territorial_250km2,Fonte bibliográfica do grupo Geodiversidade.
145,Geodiversidade,Referência APA 7,"Governo do Estado de Mato Grosso do Sul. (2011). *Decreto Estadual nº 13.220, de 17 de junho de 2011. Alteração da estrutura do Conselho Gestor do Geopark Bodoquena-Pantanal* [Documento ou publicação institucional]. https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/85f3f8665191e580042578b50066ba59?OpenDocument",https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/85f3f8665191e580042578b50066ba59?OpenDocument,6 ago. 2026,geodiversidade_candidatos | potencial_geocientifico_territorial_250km2,Fonte bibliográfica do grupo Geodiversidade.
146,Geodiversidade,Referência APA 7,"Comissão Brasileira de Sítios Geológicos e Paleobiológicos. (s.d.). *Morraria do Puga, SIGEP 037* [Documento ou publicação institucional]. Recuperado em 6 de agosto de 2026, de https://sigep.eco.br/sitio037/sitio037.pdf",https://sigep.eco.br/sitio037/sitio037.pdf,6 ago. 2026,lugares_interesse_geologico_propostos | geossitios_compilados_niveis_precisao | inventario_geocientifico_fase3 | potencial_geocientifico_territorial_250km2,Fonte bibliográfica do grupo Geodiversidade.
147,Geodiversidade,Referência APA 7,"Comissão Brasileira de Sítios Geológicos e Paleobiológicos. (s.d.). *Tufas calcárias da Serra da Bodoquena, SIGEP 034* [Documento ou publicação institucional]. Recuperado em 6 de agosto de 2026, de https://sigep.eco.br/sitio034/sitio034.pdf",https://sigep.eco.br/sitio034/sitio034.pdf,6 ago. 2026,lugares_interesse_geologico_propostos | geossitios_compilados_niveis_precisao | inventario_geocientifico_fase3 | potencial_geocientifico_territorial_250km2,Fonte bibliográfica do grupo Geodiversidade.
148,Povos originários,Referência APA 7,Fundação Nacional dos Povos Indígenas. (2026). *Geoprocessamento e mapas de Terras Indígenas* [Documento ou publicação institucional]. https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas,https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas,6 ago. 2026,terras_indigenas_poligonos,Fonte bibliográfica do grupo Povos originários.
149,Conservação,Referência APA 7,"Instituto Chico Mendes de Conservação da Biodiversidade. (2024). *Dados geoespaciais e KML das Unidades de Conservação Federais* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/assuntos/dados_geoespaciais_mapa_tematico-e-dados_geoestatisticos/dados_geoespaciais",https://www.gov.br/icmbio/pt-br/assuntos/dados_geoespaciais_mapa_tematico-e-dados_geoestatisticos/dados_geoespaciais,6 ago. 2026,unidades_conservacao | parque_nacional_serra_bodoquena,Fonte bibliográfica do grupo Conservação.
150,Fronteira,Referência APA 7,"Receita Federal do Brasil. (2026). *Relação oficial de unidades e pontos aduaneiros em fronteira* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/receitafederal/pt-br",https://www.gov.br/receitafederal/pt-br,6 ago. 2026,municipios_pontos_fronteira_alfandegados | terminais_rodoviarios_fronteiras,Fonte bibliográfica do grupo Fronteira.
151,Pantanal e fogo,Referência APA 7,"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis. (2026). *Serviço cartográfico histórico de focos no Pantanal* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/Focos_Pantanal_Historico_MIL1/MapServer",https://pamgia.ibama.gov.br/server/rest/services/Focos_Pantanal_Historico_MIL1/MapServer,6 ago. 2026,pantanal_monitoramento_fogo,Fonte bibliográfica do grupo Pantanal e fogo.
152,Riscos e governança territorial,Referência APA 7,"Defesa Civil de Mato Grosso do Sul. (2026). *Departamento de Gestão de Riscos e Desastres* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.defesacivil.ms.gov.br/unidade-administrativa/departamento-de-gestao-de-riscos-e-desastres",https://www.defesacivil.ms.gov.br/unidade-administrativa/departamento-de-gestao-de-riscos-e-desastres,6 ago. 2026,riscos_sazonalidade,Fonte bibliográfica do grupo Riscos e governança territorial.
153,Riscos e governança territorial,Referência APA 7,"Defesa Civil de Mato Grosso do Sul. (2026). *Programa MonitorAção* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.defesacivil.ms.gov.br/programas-e-projetos/monitoracao",https://www.defesacivil.ms.gov.br/programas-e-projetos/monitoracao,6 ago. 2026,riscos_sazonalidade,Fonte bibliográfica do grupo Riscos e governança territorial.
154,Rotas institucionais e itinerários em estudo,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (2024). *Trilhas de Longo Curso em Mato Grosso do Sul: Rota dos Pioneiros e Aviturismo nas regiões Vale das Águas e Cone Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/trilhas-de-longo-curso-em-mato-grosso-do-sul-rota-dos-pioneiros-e-aviturismo-nas-regioes-vale-das-aguas-e-cone-sul",https://www.turismo.ms.gov.br/trilhas-de-longo-curso-em-mato-grosso-do-sul-rota-dos-pioneiros-e-aviturismo-nas-regioes-vale-das-aguas-e-cone-sul,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | interacoes_rotas_unidades_conservacao | cavidades_proximas_rotas_estudo | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Rotas institucionais e itinerários em estudo.
155,Rotas institucionais e itinerários em estudo,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (2025). *Mato Grosso do Sul lança Rota do Cerrado e nova marca para o Aviturismo durante o Avistar Brasil 2025* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-rota-do-cerrado-e-nova-marca-para-o-aviturismo-durante-o-avistar-brasil-2025",https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-rota-do-cerrado-e-nova-marca-para-o-aviturismo-durante-o-avistar-brasil-2025,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | interacoes_rotas_unidades_conservacao | cavidades_proximas_rotas_estudo | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Rotas institucionais e itinerários em estudo.
156,Rotas institucionais e itinerários em estudo,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (2024). *Rota de Aviturismo nas Unidades de Conservação da Mata Atlântica de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/confira-os-destaques-de-mato-grosso-do-sul-na-17a-avistar-brasil-2024",https://www.turismo.ms.gov.br/confira-os-destaques-de-mato-grosso-do-sul-na-17a-avistar-brasil-2024,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | interacoes_rotas_unidades_conservacao | cavidades_proximas_rotas_estudo | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Rotas institucionais e itinerários em estudo.
157,Rotas institucionais e itinerários em estudo,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (2025). *Rotas especializadas de aviturismo de Mato Grosso do Sul na Global Birdfair 2025* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/mato-grosso-do-sul-reforca-compromisso-com-o-turismo-de-observacao-de-aves-na-global-birdfair-2025",https://www.turismo.ms.gov.br/mato-grosso-do-sul-reforca-compromisso-com-o-turismo-de-observacao-de-aves-na-global-birdfair-2025,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | interacoes_rotas_unidades_conservacao | cavidades_proximas_rotas_estudo | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Rotas institucionais e itinerários em estudo.
158,Rotas institucionais e itinerários em estudo,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (2017). *Rota Bioceânica potencializará o turismo em Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/rota-bioceanica-potencializara-o-turismo-em-mato-grosso-do-sul",https://www.turismo.ms.gov.br/rota-bioceanica-potencializara-o-turismo-em-mato-grosso-do-sul,6 ago. 2026,municipios_pontos_fronteira_alfandegados | rodovias_estaduais | rodovias_federais | rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | interacoes_rotas_unidades_conservacao | cavidades_proximas_rotas_estudo | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Rotas institucionais e itinerários em estudo.
159,Rotas institucionais e itinerários em estudo,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (2016). *I Seminário Regional do Folclore Monçoeiro na Rota Norte de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/regiao-turistica-rota-norte-recebe-i-seminario-regional-do-folclore-moncoeiro",https://www.turismo.ms.gov.br/regiao-turistica-rota-norte-recebe-i-seminario-regional-do-folclore-moncoeiro,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | interacoes_rotas_unidades_conservacao | cavidades_proximas_rotas_estudo | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Rotas institucionais e itinerários em estudo.
160,Rotas institucionais e itinerários em estudo,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (2016). *Rota Pantanal-Bonito* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/rota-pantanal-bonito-recebeu-em-2015-mais-de-422-mil-turistas",https://www.turismo.ms.gov.br/rota-pantanal-bonito-recebeu-em-2015-mais-de-422-mil-turistas,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | interacoes_rotas_unidades_conservacao | cavidades_proximas_rotas_estudo | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Rotas institucionais e itinerários em estudo.
161,Rotas institucionais e itinerários em estudo,Referência APA 7,Fundação de Turismo de Mato Grosso do Sul. (2026). *Guia de Afroturismo e estratégia estadual para o segmento* [Documento ou publicação institucional]. https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-guia-de-afroturismo-e-apresenta-estrategia-para-fortalecer-o-segmento,https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-guia-de-afroturismo-e-apresenta-estrategia-para-fortalecer-o-segmento,6 ago. 2026,localidades_quilombolas_ibge | rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | interacoes_rotas_unidades_conservacao | cavidades_proximas_rotas_estudo | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Rotas institucionais e itinerários em estudo.
162,Rotas institucionais e itinerários em estudo,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (s.d.). *Regiões turísticas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/tourist-regions",https://www.turismo.ms.gov.br/tourist-regions,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | regioes_municipios_turisticos | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | interacoes_rotas_unidades_conservacao | cavidades_proximas_rotas_estudo | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Rotas institucionais e itinerários em estudo.
163,Rotas institucionais e itinerários em estudo,Referência APA 7,"Fundação de Turismo de Mato Grosso do Sul. (s.d.). *Artesanato das regiões turísticas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/conheca-ms/artesanato",https://www.turismo.ms.gov.br/conheca-ms/artesanato,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | artesanato_producao_tradicional | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | interacoes_rotas_unidades_conservacao | cavidades_proximas_rotas_estudo | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Rotas institucionais e itinerários em estudo.
164,Roteamento e acessibilidade,Referência APA 7,"Project OSRM. (2026). *OSRM HTTP API, serviço Route e objetos RouteLeg e RouteStep* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://github.com/Project-OSRM/osrm-backend/blob/master/docs/http.md",https://github.com/Project-OSRM/osrm-backend/blob/master/docs/http.md,6 ago. 2026,acessibilidade_rodoviaria_estimada_rotas_base_externa,Fonte bibliográfica do grupo Roteamento e acessibilidade.
